,1p36.33,1q21.1,1q44,2p14,2q22.1,3p21.31,3q23,3q26.2,4q35.1,5p15.33,5q11.2,5q31.2,5q35.3,6p24.3,6p21.33,7p21.3,7p15.2,7q34,8q13.1,9p13.2,9q22.2,9q34.13,11q13.3,11q23.1,14q11.2,15q15.1,16p13.13,16p11.1,17p13.2,17p11.2,18q23,19p13.3,19p13.11,1p32.3,2p23.3,3q26.32,4p16.3,4q22.1,7p22.3,8q24.3,9p21.3,11q22.2,12p13.1,13q12.11,14q23.3,16q12.1,16q23.1,16q24.3,17p13.1,18q12.2
MM_0086_T02,2,2,2,2,2,2,2,2,2,1.066352119674,1.066352119674,1.066352119674,1.066352119674,2,2,1.516835161859,1.516835161859,1.516835161859,2,1.516835161859,1.516835161859,1.516835161859,2,2,2,1.066352119674,2,2,2,2,2,1.516835161859,1.516835161859,2,2,2,2,2,1.516835161859,2,1.516835161859,2,2,3.449494514423,2,2,2,2,2,2
